Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
2003,Thailand,7,2,5
2003,United Kingdom,6,0,6
2003,United States,65,0,32
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,146,22,95
2003,China,4698,224,1529
2003,"Hong Kong SAR, China",1661,208,1008
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",131,13,26
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,6,0,4
2003,Germany,8,0,7
2003,India,1,0,0
2003,Indonesia,2,0,1
2003,Italy,9,0,6
2003,Kuwait,1,0,1
2003,Malaysia,7,2,4
2003,Mongolia,9,0,6
2003,New Zealand,1,0,1
2003,Philippines,10,2,2
2003,Poland,1,0,0
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,1,0,1
2003,Romania,1,0,1
2003,Singapore,204,27,153
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,2
2003,Switzerland,1,0,1
2003,Thailand,7,2,5
2003,United Kingdom,6,0,6
2003,United States,63,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,145,22,94
2003,China,4805,230,1582
2003,"Hong Kong SAR, China",1667,210,1015
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",149,13,26
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,6,0,4
2003,Germany,9,0,9
2003,India,1,0,0
2003,Indonesia,2,0,1
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,6,2,4
2003,Mongolia,9,0,6
2003,New Zealand,1,0,1
2003,Philippines,10,2,2
2003,Poland,1,0,0
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,1,0,1
2003,Romania,1,0,1
2003,Singapore,204,27,153
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,2
2003,Switzerland,1,0,1
2003,Thailand,7,2,5
2003,United Kingdom,6,0,6
2003,United States,63,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,145,22,97
2003,China,4884,235,1620
2003,"Hong Kong SAR, China",1674,212,1035
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",172,18,26
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,4
2003,Germany,9,0,9
2003,India,1,0,0
2003,Indonesia,2,0,1
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,4
2003,Mongolia,9,0,6
2003,New Zealand,1,0,1
2003,Philippines,10,2,2
2003,Poland,1,0,0
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,1,0,1
2003,Romania,1,0,1
2003,Singapore,205,27,155
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,2
2003,Switzerland,1,0,1
2003,Thailand,7,2,5
2003,United Kingdom,6,0,6
2003,United States,64,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,143,22,98
2003,China,5013,252,1693
2003,"Hong Kong SAR, China",1683,218,1066
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",184,20,26
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,4
2003,Germany,9,0,9
2003,India,1,0,0
2003,Indonesia,2,0,1
2003,Italy,9,0,8
2003,Kuwait,1,0,1
2003,Malaysia,7,2,4
2003,Mongolia,9,0,6
2003,New Zealand,1,0,1
2003,Philippines,10,2,3
2003,Poland,1,0,0
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,2,0,1
2003,Romania,1,0,1
2003,Singapore,205,28,156
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,2
2003,Switzerland,1,0,1
2003,Thailand,7,2,5
2003,United Kingdom,6,0,6
2003,United States,64,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,143,22,99
2003,China,5086,262,1765
2003,"Hong Kong SAR, China",1689,225,1090
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",207,24,30
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,4
2003,Germany,9,0,9
2003,India,3,0,0
2003,Indonesia,2,0,1
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,4
2003,Mongolia,9,0,6
2003,New Zealand,1,0,1
2003,Philippines,10,2,3
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,2,0,1
2003,Romania,1,0,1
2003,Singapore,205,28,157
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,7,2,5
2003,United Kingdom,4,0,4
2003,United States,64,0,35
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,143,23,104
2003,China,5124,267,1811
2003,"Hong Kong SAR, China",1698,227,1128
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",238,30,38
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,4
2003,Germany,9,0,9
2003,India,3,0,0
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,5
2003,Mongolia,9,0,6
2003,New Zealand,1,0,1
2003,Philippines,10,2,3
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,1
2003,Romania,1,0,1
2003,Singapore,205,28,157
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,64,0,35
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,142,23,107
2003,China,5163,271,1858
2003,"Hong Kong SAR, China",1703,234,1160
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",264,30,38
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,4
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,5
2003,Mongolia,9,0,7
2003,New Zealand,1,0,1
2003,Philippines,12,2,4
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,1
2003,Romania,1,0,1
2003,Singapore,205,28,157
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,64,0,35
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Bulgaria,1,0,0
2003,Canada,140,23,106
2003,China,5191,275,1947
2003,"Hong Kong SAR, China",1706,238,1171
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",274,35,46
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,4
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,5
2003,Mongolia,9,0,7
2003,New Zealand,1,0,1
2003,Philippines,12,2,4
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,1
2003,Romania,1,0,1
2003,Singapore,205,28,157
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,65,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,140,23,106
2003,China,5209,282,2009
2003,"Hong Kong SAR, China",1710,243,1191
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",274,35,46
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,5
2003,Mongolia,9,0,7
2003,New Zealand,1,0,1
2003,Philippines,12,2,4
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,1
2003,Romania,1,0,1
2003,Singapore,205,28,157
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,66,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,140,23,106
2003,China,5236,289,2148
2003,"Hong Kong SAR, China",1714,251,1213
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",344,40,50
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,5
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,8
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,1
2003,Romania,1,0,1
2003,Singapore,206,28,160
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,67,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,140,23,106
2003,China,5248,294,2254
2003,"Hong Kong SAR, China",1718,253,1229
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",383,52,63
2003,Colombia,1,0,1
2003,Finland,1,0,0
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,7,2,5
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,8
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,28,161
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,67,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,140,23,108
2003,China,5249,296,2335
2003,"Hong Kong SAR, China",1719,255,1237
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",418,52,71
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,8,2,5
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,28,161
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,66,0,33
2003,Viet Nam,63,5,58
2003,Australia,6,0,6
2003,Brazil,2,0,2
2003,Canada,140,23,109
2003,China,5271,300,2445
2003,"Hong Kong SAR, China",1722,258,1247
2003,"Macao SAR, China",2,0,0
2003,"Taiwan, China",483,60,74
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,8,2,5
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,29,162
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,65,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,140,23,109
2003,China,5285,303,2544
2003,"Hong Kong SAR, China",1724,260,1255
2003,"Macao SAR, China",2,0,0
2003,"Taiwan, China",538,60,82
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,8,2,5
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,31,163
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,65,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,140,23,109
2003,China,5309,308,2675
2003,"Hong Kong SAR, China",1724,262,1266
2003,"Macao SAR, China",2,0,0
2003,"Taiwan, China",538,60,82
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,8,2,5
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,31,163
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,5
2003,United Kingdom,4,0,4
2003,United States,65,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,148,26,110
2003,China,5316,317,2829
2003,"Hong Kong SAR, China",1726,267,1276
2003,"Macao SAR, China",2,0,0
2003,"Taiwan, China",585,72,112
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,8
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,31,163
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,65,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,148,26,111
2003,China,5322,321,2944
2003,"Hong Kong SAR, China",1728,269,1285
2003,"Macao SAR, China",2,0,0
2003,"Taiwan, China",596,76,112
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,31,163
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,65,0,32
2003,Viet Nam,63,5,58
2003,Australia,6,0,6
2003,Brazil,2,0,2
2003,Canada,149,26,111
2003,China,5323,325,3036
2003,"Hong Kong SAR, China",1730,270,1295
2003,"Macao SAR, China",2,0,0
2003,"Taiwan, China",610,81,112
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,66,0,32
2003,Viet Nam,63,5,58
2003,Australia,6,0,6
2003,Brazil,2,0,2
2003,Canada,151,26,112
2003,China,5325,327,3121
2003,"Hong Kong SAR, China",1732,273,1302
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",660,81,122
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,2
2003,Romania,1,0,1
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,66,0,32
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,159,28,112
2003,China,5328,328,3250
2003,"Hong Kong SAR, China",1736,274,1304
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",667,81,125
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,9,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,66,0,32
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,188,30,116
2003,China,5328,332,3371
2003,"Hong Kong SAR, China",1739,278,1310
2003,"Macao SAR, China",1,0,0
2003,"Taiwan, China",676,81,129
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,66,0,32
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,198,30,116
2003,China,5328,334,3495
2003,"Hong Kong SAR, China",1746,282,1319
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",684,81,134
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,66,0,32
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,213,31,116
2003,China,5329,334,3558
2003,"Hong Kong SAR, China",1747,283,1326
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",679,81,136
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,68,0,33
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,216,31,121
2003,China,5329,334,3674
2003,"Hong Kong SAR, China",1748,283,1339
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",678,81,272
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,69,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,218,31,120
2003,China,5329,336,3770
2003,"Hong Kong SAR, China",1748,284,1343
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",677,81,257
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,69,0,34
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,219,31,120
2003,China,5329,338,3869
2003,"Hong Kong SAR, China",1750,286,1350
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",676,81,257
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,165
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,8,2,6
2003,United Kingdom,4,0,4
2003,United States,68,0,35
2003,Viet Nam,63,5,58
2003,Brazil,2,0,2
2003,Canada,229,32,128
2003,China,5328,340,4186
2003,"Hong Kong SAR, China",1753,288,1365
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",680,81,257
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,168
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,68,0,35
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,229,32,131
2003,China,5328,343,4294
2003,"Hong Kong SAR, China",1754,290,1368
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",686,81,319
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,168
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,69,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,230,32,134
2003,China,5329,343,4390
2003,"Hong Kong SAR, China",1754,290,1368
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",687,81,344
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,12,2,10
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,168
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,71,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,238,32,141
2003,China,5328,343,4457
2003,"Hong Kong SAR, China",1755,291,1377
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",688,81,347
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,169
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,70,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,242,32,150
2003,China,5327,343,4530
2003,"Hong Kong SAR, China",1755,293,1380
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",693,81,385
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
